"Notes","Occurrence County","Occurrence County Code","Multiple Cause of death","Multiple Cause of death Code",Deaths,Population,Crude Rate,% of Total Deaths
,"Perry County, AL","01105","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",16,Not Applicable,Not Applicable,0.0%
,"Pickens County, AL","01107","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",47,Not Applicable,Not Applicable,0.0%
,"Pike County, AL","01109","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",110,Not Applicable,Not Applicable,0.0%
,"Pike County, AL","01109","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",11,Not Applicable,Not Applicable,0.0%
,"Randolph County, AL","01111","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",35,Not Applicable,Not Applicable,0.0%
,"Russell County, AL","01113","Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder","F15.9",31,Not Applicable,Not Applicable,0.0%
,"Russell County, AL","01113","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",283,Not Applicable,Not Applicable,0.0%
,"Russell County, AL","01113","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",19,Not Applicable,Not Applicable,0.0%
,"Russell County, AL","01113","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",26,Not Applicable,Not Applicable,0.0%
,"Russell County, AL","01113","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",26,Not Applicable,Not Applicable,0.0%
,"St. Clair County, AL","01115","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",115,Not Applicable,Not Applicable,0.0%
,"St. Clair County, AL","01115","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",14,Not Applicable,Not Applicable,0.0%
,"St. Clair County, AL","01115","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",49,Not Applicable,Not Applicable,0.0%
,"St. Clair County, AL","01115","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",73,Not Applicable,Not Applicable,0.0%
,"Shelby County, AL","01117","Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder","F11.9",13,Not Applicable,Not Applicable,0.0%
,"Shelby County, AL","01117","Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder","F15.9",16,Not Applicable,Not Applicable,0.0%
,"Shelby County, AL","01117","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",392,Not Applicable,Not Applicable,0.0%
,"Shelby County, AL","01117","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",10,Not Applicable,Not Applicable,0.0%
,"Shelby County, AL","01117","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",142,Not Applicable,Not Applicable,0.0%
,"Shelby County, AL","01117","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",39,Not Applicable,Not Applicable,0.0%
,"Shelby County, AL","01117","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",96,Not Applicable,Not Applicable,0.0%
,"Shelby County, AL","01117","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",54,Not Applicable,Not Applicable,0.0%
,"Sumter County, AL","01119","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",28,Not Applicable,Not Applicable,0.0%
,"Talladega County, AL","01121","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",119,Not Applicable,Not Applicable,0.0%
,"Talladega County, AL","01121","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,Not Applicable,Not Applicable,0.0%
,"Talladega County, AL","01121","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",33,Not Applicable,Not Applicable,0.0%
,"Tallapoosa County, AL","01123","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",167,Not Applicable,Not Applicable,0.0%
,"Tuscaloosa County, AL","01125","Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder","F14.9",19,Not Applicable,Not Applicable,0.0%
,"Tuscaloosa County, AL","01125","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",455,Not Applicable,Not Applicable,0.0%
,"Tuscaloosa County, AL","01125","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",12,Not Applicable,Not Applicable,0.0%
,"Tuscaloosa County, AL","01125","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",48,Not Applicable,Not Applicable,0.0%
,"Tuscaloosa County, AL","01125","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",55,Not Applicable,Not Applicable,0.0%
,"Tuscaloosa County, AL","01125","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",79,Not Applicable,Not Applicable,0.0%
,"Walker County, AL","01127","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",383,Not Applicable,Not Applicable,0.0%
,"Walker County, AL","01127","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",11,Not Applicable,Not Applicable,0.0%
,"Walker County, AL","01127","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",26,Not Applicable,Not Applicable,0.0%
,"Walker County, AL","01127","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",133,Not Applicable,Not Applicable,0.0%
,"Washington County, AL","01129","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",19,Not Applicable,Not Applicable,0.0%
,"Winston County, AL","01133","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",84,Not Applicable,Not Applicable,0.0%
,"Winston County, AL","01133","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",26,Not Applicable,Not Applicable,0.0%
,"Aleutians East Borough, AK","02013","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",14,Not Applicable,Not Applicable,0.0%
,"Aleutians West Census Area, AK","02016","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",15,Not Applicable,Not Applicable,0.0%
,"Anchorage Borough, AK","02020","Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder","F11.9",16,Not Applicable,Not Applicable,0.0%
,"Anchorage Borough, AK","02020","Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder","F14.9",44,Not Applicable,Not Applicable,0.0%
,"Anchorage Borough, AK","02020","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",10,Not Applicable,Not Applicable,0.0%
,"Anchorage Borough, AK","02020","Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder","F15.9",19,Not Applicable,Not Applicable,0.0%
,"Anchorage Borough, AK","02020","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",1744,Not Applicable,Not Applicable,0.1%
,"Anchorage Borough, AK","02020","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",116,Not Applicable,Not Applicable,0.0%
,"Anchorage Borough, AK","02020","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",32,Not Applicable,Not Applicable,0.0%
,"Anchorage Borough, AK","02020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",119,Not Applicable,Not Applicable,0.0%
,"Anchorage Borough, AK","02020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",206,Not Applicable,Not Applicable,0.0%
,"Anchorage Borough, AK","02020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",499,Not Applicable,Not Applicable,0.0%
,"Anchorage Borough, AK","02020","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",17,Not Applicable,Not Applicable,0.0%
,"Anchorage Borough, AK","02020","Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent","Y11",10,Not Applicable,Not Applicable,0.0%
,"Anchorage Borough, AK","02020","Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent","Y14",16,Not Applicable,Not Applicable,0.0%
,"Bethel Census Area, AK","02050","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",52,Not Applicable,Not Applicable,0.0%
,"Dillingham Census Area, AK","02070","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",24,Not Applicable,Not Applicable,0.0%
,"Fairbanks North Star Borough, AK","02090","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",442,Not Applicable,Not Applicable,0.0%
,"Fairbanks North Star Borough, AK","02090","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",23,Not Applicable,Not Applicable,0.0%
,"Fairbanks North Star Borough, AK","02090","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",38,Not Applicable,Not Applicable,0.0%
